,starting_Datetime,ending_Datetime,start_frequency,end_frequency,flare_location,flare_region,flare_classification,cme_Datetime,cme_angle,CPA_Is_Halo,cme_width,Width_IS_lower_bound,cme_speed,Row description
174,2002-03-22 11:30:00,2002-03-22 11:30:00,14000,500,S09W90,9866,M1.6,2002-03-22 11:06:00,NA,True,360,False,1750,NaN
175,2002-03-22 13:10:00,2002-03-22 13:10:00,3000,2000,S00W90,9866,M1.6,2002-03-22 12:30:00,243,False,120,False,875,NaN
176,2002-04-10 12:59:00,2002-04-10 12:59:00,13000,12000,N15W14,9893,M8.2,2002-04-10 13:27:00,340,False,159,False,650,NaN
177,2002-04-14 07:50:00,2002-04-14 07:50:00,14000,8000,N19W57,9893,C9.6,2002-04-14 07:50:00,323,False,76,False,757,NaN
178,2002-04-15 03:35:00,2002-04-15 03:35:00,11000,1500,S15W01,9906,M1.2,2002-04-15 03:50:00,NA,True,360,False,720,NaN
179,2002-04-17 08:30:00,2002-04-17 08:30:00,5000,40,S14W34,9906,M2.6,2002-04-17 08:26:00,NA,True,360,False,1240,NaN
180,2002-04-21 01:30:00,2002-04-21 01:30:00,10000,60,S14W84,9906,X1.5,2002-04-21 01:27:00,NA,True,360,False,2393,NaN
181,2002-04-30 14:15:00,2002-04-30 14:15:00,4000,2500,S16E77,9934,C3.2,2002-04-30 14:26:00,92,False,90,False,618,NaN
182,2002-04-30 22:30:00,2002-04-30 22:30:00,2000,500,W90b,NaN,NaN,2002-04-30 23:26:00,254,False,199,False,1103,uncertain
183,2002-05-02 23:50:00,2002-05-02 23:50:00,2800,900,E90b,9937,NaN,2002-05-02 23:18:00,119,False,99,False,902,uncertain
184,2002-05-16 01:50:00,2002-05-16 01:50:00,9000,2000,S22E01,9948,C4.5,2002-05-16 00:50:00,NA,True,360,False,600,NaN
185,2002-05-22 00:00:00,2002-05-22 00:00:00,14000,8000,S25W64,9948,C9.7,2002-05-22 00:06:00,230,False,186,False,1246,NaN
186,2002-05-27 12:50:00,2002-05-27 12:50:00,14000,5000,N18E18,9967,C3.7,2002-05-27 13:27:00,49,False,161,True,1106,NaN
187,2002-07-07 11:35:00,2002-07-07 11:35:00,14000,200,S19W90,10017,M1.0,2002-07-07 11:30:00,277,False,228,True,1423,NaN
188,2002-07-09 19:46:00,2002-07-09 19:46:00,1000,650,W90b,NaN,NaN,2002-07-09 19:31:00,NA,True,360,False,1076,NaN
189,2002-07-15 21:15:00,2002-07-15 21:15:00,5000,175,N19W01,10030,M1.8,2002-07-15 21:30:00,14,False,188,True,1300,NaN
190,2002-07-17 07:30:00,2002-07-17 07:30:00,3500,2000,N21W17,10030,M8.5,2002-07-17 07:31:00,36,False,177,False,716,NaN
191,2002-07-18 07:55:00,2002-07-18 07:55:00,14000,1500,N19W30,10030,X1.8,2002-07-18 08:06:00,NA,True,360,False,1099,NaN
192,2002-07-18 20:55:00,2002-07-18 20:55:00,6000,3000,E90b,10036,C3.3,2002-07-18 19:31:00,NA,True,360,False,2191,NaN
193,2002-07-19 16:40:00,2002-07-19 16:40:00,5000,1000,S15E90,NaN,NaN,2002-07-19 16:30:00,NA,True,360,False,2047,NaN
194,2002-07-20 21:30:00,2002-07-20 21:30:00,10000,2000,SE90b,10039,X3.3,2002-07-20 22:06:00,NA,True,360,False,1941,NaN
195,2002-07-23 00:50:00,2002-07-23 00:50:00,11000,400,S13E72,10039,X4.8,2002-07-23 00:42:00,NA,True,360,False,2285,NaN
196,2002-07-26 22:27:00,2002-07-26 22:27:00,14000,2000,S19E26,10039,M8.7,2002-07-26 22:06:00,NA,True,360,False,818,NaN
197,2002-07-29 12:10:00,2002-07-29 12:10:00,4200,1300,N10W15,FILA,NaN,2002-07-29 12:07:00,13,False,236,True,562,NaN
198,2002-08-03 19:20:00,2002-08-03 19:20:00,14000,2000,S16W76,10039,X1.0,2002-08-03 19:31:00,259,False,138,False,1150,NaN
199,2002-08-14 02:20:00,2002-08-14 02:20:00,1000,30,N09W54,10061,M2.3,2002-08-14 02:30:00,297,False,133,False,1309,NaN
200,2002-08-16 06:15:00,2002-08-16 06:15:00,14000,300,N07W83,10061,M2.4,2002-08-16 06:06:00,293,False,162,False,1378,NaN
201,2002-08-16 12:20:00,2002-08-16 12:20:00,14000,60,S14E20,10069,M5.2,2002-08-16 12:30:00,NA,True,360,False,1585,NaN
202,2002-08-24 01:45:00,2002-08-24 01:45:00,5000,400,S02W81,10069,X3.1,2002-08-24 01:27:00,NA,True,360,False,1913,NaN
203,2002-09-05 16:55:00,2002-09-05 16:55:00,14000,30,N09E28,10102,C5.2,2002-09-05 16:54:00,NA,True,360,False,1748,NaN
204,2002-09-10 15:19:00,2002-09-10 15:19:00,14000,8500,S10E43,10105,M2.9,2002-09-10 15:30:00,127,False,38,False,273,NaN
205,2002-09-27 13:35:00,2002-09-27 13:35:00,14000,8000,N13E45,10134,M1.8,2002-09-27 13:56:00,64,False,64,False,591,NaN
206,2002-10-13 18:10:00,2002-10-13 18:10:00,14000,4000,S07W54,10150,C4.7,2002-10-13 19:35:00,252,False,141,False,373,NaN
207,2002-10-14 00:19:00,2002-10-14 00:19:00,1700,500,S13E75,10159,M2.2,2002-10-13 23:54:00,107,False,264,False,1009,uncertain
208,2002-10-14 14:35:00,2002-10-14 14:35:00,14000,1200,NE90b,NaN,C4.5,2002-10-14 14:54:00,NA,True,360,False,1694,NaN
209,2002-10-27 23:06:00,2002-10-27 23:06:00,14000,300,SE90b,NaN,NaN,2002-10-27 23:18:00,NA,True,360,False,2115,NaN
210,2002-11-09 13:20:00,2002-11-09 13:20:00,14000,100,S12W29,10180,M4.6,2002-11-09 13:31:00,NA,True,360,False,1838,NaN
211,2002-11-10 03:20:00,2002-11-10 03:20:00,3000,300,S12W37,10180,M2.4,2002-11-10 03:30:00,203,False,282,False,1670,NaN
212,2002-11-11 16:15:00,2002-11-11 16:15:00,14000,600,S13W60,10180,M1.8,2002-11-11 15:54:00,212,False,93,False,1083,NaN
213,2002-11-24 20:05:00,2002-11-24 20:05:00,14000,7000,N20E35,NaN,NaN,2002-11-24 20:30:00,NA,True,360,False,1077,NaN
214,2002-12-19 21:45:00,2002-12-19 21:45:00,14000,1500,N15W09,10229,M2.7,2002-12-19 22:06:00,NA,True,360,False,1092,NaN
215,2002-12-22 04:20:00,2002-12-22 04:20:00,5500,3500,N23W42,10223,M1.1,2002-12-22 03:30:00,328,False,272,False,1071,NaN
216,2003-01-20 19:10:00,2003-01-20 19:10:00,14000,6000,N34W26,FILA,C1.7,2003-01-20 18:30:00,315,False,105,False,733,NaN
217,2003-01-27 22:20:00,2003-01-27 22:20:00,11000,8000,S17W23,FILA,C2.4,2003-01-27 22:23:00,205,False,267,False,1053,NaN
218,2003-03-18 12:25:00,2003-03-18 12:25:00,4500,500,S15W46,10314,X1.5,2003-03-18 12:30:00,263,False,209,False,1601,NaN
219,2003-03-18 13:55:00,2003-03-18 13:55:00,14000,7000,S90b,NaN,NaN,2003-03-18 13:54:00,NA,True,360,False,1042,NaN
220,2003-03-19 02:30:00,2003-03-19 02:30:00,14000,6000,SW90b,NaN,NaN,2003-03-19 02:30:00,NA,True,360,False,1342,NaN
221,2003-04-22 07:25:00,2003-04-22 07:25:00,3500,700,NE90b,NaN,NaN,2003-04-22 07:36:00,87,False,171,False,918,NaN
222,2003-05-27 23:12:00,2003-05-27 23:12:00,14000,2000,S07W17,10365,X1.3,2003-05-27 23:50:00,NA,True,360,False,964,NaN
223,2003-05-28 01:00:00,2003-05-28 01:00:00,1000,200,S06W21,10365,X3.6,2003-05-28 00:50:00,NA,True,360,False,1366,NaN
224,2003-05-29 01:10:00,2003-05-29 01:10:00,13000,200,S06W37,10365,X1.2,2003-05-29 01:27:00,NA,True,360,False,1237,NaN
225,2003-05-31 03:00:00,2003-05-31 03:00:00,1000,150,S07W65,10365,M9.3,2003-05-31 02:30:00,NA,True,360,False,1835,NaN
226,2003-06-05 00:00:00,2003-06-05 00:00:00,NaN,NaN,W90b,NaN,NaN,2003-06-05 20:06:00,230,False,239,False,1458,NaN
227,2003-06-16 00:00:00,2003-06-16 00:00:00,14000,400,S07E80,10386,X1.3,2003-06-15 23:54:00,NA,True,360,False,2053,NaN
228,2003-06-17 22:50:00,2003-06-17 22:50:00,10000,200,S08E59,10386,M6.8,2003-06-17 23:18:00,NA,True,360,False,1813,NaN
229,2003-07-10 14:10:00,2003-07-10 14:10:00,4000,400,N13W90,10397,M3.6,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
230,2003-08-19 11:15:00,2003-08-19 11:15:00,14000,1000,S10W57,10431,M2.7,2003-08-19 10:30:00,262,False,111,False,468,NaN
231,2003-10-21 04:10:00,2003-10-21 04:10:00,5000,1000,SE90b,NaN,NaN,2003-10-21 03:54:00,NA,True,360,False,1484,NaN
232,2003-10-26 07:00:00,2003-10-26 07:00:00,8000,1500,S15E44,10486,X1.2,2003-10-26 06:54:00,108,False,207,True,1371,NaN
233,2003-10-26 17:45:00,2003-10-26 17:45:00,14000,1500,N02W38,10484,X1.2,2003-10-26 17:54:00,270,False,171,True,1537,NaN
234,2003-10-28 11:10:00,2003-10-28 11:10:00,14000,40,S16E08,10486,X17.,2003-10-28 11:30:00,NA,True,360,False,2459,NaN
235,2003-10-29 20:55:00,2003-10-29 20:55:00,11000,500,S15W02,10486,X10.,2003-10-29 20:54:00,NA,True,360,False,2029,NaN
236,2003-11-01 22:55:00,2003-11-01 22:55:00,14000,2000,S12W60,10486,M3.2,2003-11-01 23:06:00,254,False,93,True,899,NaN
237,2003-11-02 00:00:00,2003-11-02 00:00:00,NaN,NaN,SW90b,NaN,NaN,2003-11-02 09:30:00,NA,True,360,False,2036,NaN
238,2003-11-02 17:30:00,2003-11-02 17:30:00,12000,250,S14W56,10486,X8.3,2003-11-02 17:30:00,NA,True,360,False,2598,NaN
239,2003-11-03 01:15:00,2003-11-03 01:15:00,3000,1500,N10W83,10488,X2.7,2003-11-03 01:59:00,304,False,65,False,827,NaN
240,2003-11-03 10:00:00,2003-11-03 10:00:00,6000,400,N08W77,10488,X3.9,2003-11-03 10:06:00,293,False,103,False,1420,NaN
241,2003-11-04 00:00:00,2003-11-04 00:00:00,NaN,NaN,NaN,NaN,NaN,2003-11-04 12:06:00,NA,True,360,False,1208,NaN
242,2003-11-04 20:00:00,2003-11-04 20:00:00,10000,200,S19W83,10486,X28.,2003-11-04 19:54:00,NA,True,360,False,2657,NaN
243,2003-11-09 00:00:00,2003-11-09 00:00:00,NaN,NaN,E90b,NaN,NaN,2003-11-09 06:30:00,NA,True,360,False,2008,NaN
244,2003-11-11 00:00:00,2003-11-11 00:00:00,NaN,NaN,W90b,NaN,NaN,2003-11-11 02:30:00,NA,True,360,False,1359,NaN
245,2003-11-13 09:35:00,2003-11-13 09:35:00,14000,4000,N12E90,10501,M1.4,2003-11-13 09:30:00,49,False,217,False,1141,NaN
246,2003-11-17 09:05:00,2003-11-17 09:05:00,4000,1500,S01E33,10501,M4.2,2003-11-17 09:26:00,72,False,242,True,1061,NaN
247,2003-11-18 00:00:00,2003-11-18 00:00:00,NaN,NaN,N00E18,10501,M3.9,2003-11-18 08:50:00,NA,True,360,False,1660,NaN
248,2003-11-18 10:15:00,2003-11-18 10:15:00,5000,2000,S16E90,10508,M4.5,2003-11-18 09:50:00,95,False,197,True,1824,NaN
249,2003-12-02 11:00:00,2003-12-02 11:00:00,14000,9000,S14W70,10508,C7.2,2003-12-02 10:50:00,261,False,150,True,1393,NaN
250,2004-01-05 03:40:00,2004-01-05 03:40:00,9000,2500,S12E38,10536,M6.9,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
251,2004-01-06 00:00:00,2004-01-06 00:00:00,14000,2000,N05E90,10537,M5.8,2004-01-06 08:53:00,88,False,166,False,1469,PARTIAL LASCO_DATA_GAP
252,2004-01-07 04:15:00,2004-01-07 04:15:00,14000,750,N02E82,10537,M4.5,2004-01-07 04:06:00,78,False,171,False,1581,NaN
253,2004-01-07 10:35:00,2004-01-07 10:35:00,14000,1500,N06E75,10537,M8.3,2004-01-07 10:30:00,81,False,182,False,1822,NaN
254,2004-04-06 13:05:00,2004-04-06 13:05:00,8000,300,S18E15,10588,M2.4,2004-04-06 13:31:00,NA,True,360,False,1368,NaN
255,2004-04-08 10:25:00,2004-04-08 10:25:00,3000,500,S15W11,10588,C7.4,2004-04-08 10:30:00,NA,True,360,False,1068,NaN
256,2004-04-08 13:30:00,2004-04-08 13:30:00,6000,3000,S19W08,10588,C1.3,2004-04-08 13:31:00,198,False,92,False,959,NaN
257,2004-04-11 04:20:00,2004-04-11 04:20:00,14000,500,S14W47,10588,C9.6,2004-04-11 04:30:00,203,False,314,False,1645,NaN
258,2004-06-02 23:13:00,2004-06-02 23:13:00,14000,2100,W90b,NaN,NaN,2004-06-02 23:15:00,287,False,136,False,1102,NaN
259,2004-06-03 16:48:00,2004-06-03 16:48:00,12000,5000,W90b,NaN,NaN,2004-06-03 16:50:00,303,False,179,False,1226,uncertain
260,2004-06-04 07:50:00,2004-06-04 07:50:00,14000,2500,W90b,NaN,NaN,2004-06-04 07:50:00,309,False,273,True,1306,NaN
261,2004-06-22 22:07:00,2004-06-22 22:07:00,10000,7000,S12W24,10635,C1.7,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
262,2004-06-23 06:30:00,2004-06-23 06:30:00,14000,5000,S09W21,10635,C2.5,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
263,2004-07-23 19:00:00,2004-07-23 19:00:00,10000,2500,N04W05,10652,C4.1,2004-07-23 19:31:00,209,False,100,False,874,NaN
264,2004-07-25 15:00:00,2004-07-25 15:00:00,1000,28,N08W33,10652,M1.1,2004-07-25 14:54:00,NA,True,360,False,1333,NaN
265,2004-07-29 13:20:00,2004-07-29 13:20:00,1000,50,N00W90,10652,C2.1,2004-07-29 12:06:00,NA,True,360,False,1180,NaN
266,2004-07-31 07:10:00,2004-07-31 07:10:00,1000,200,N05W89,10652,C8.4,2004-07-31 05:54:00,259,False,197,True,1192,NaN
267,2004-08-08 09:15:00,2004-08-08 09:15:00,14000,7000,NaN,NaN,NaN,2004-08-08 08:54:00,NA,True,360,False,1004,NaN
268,2004-09-12 00:45:00,2004-09-12 00:45:00,14000,40,N03E49,10672,M4.8,2004-09-12 00:36:00,NA,True,360,False,1328,NaN
269,2004-09-19 17:15:00,2004-09-19 17:15:00,14000,2500,N03W58,10672,M1.9,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
270,2004-10-24 03:12:00,2004-10-24 03:12:00,14000,8000,N11E19,10687,C1.7,2004-10-24 03:54:00,26,False,109,True,417,NaN
271,2004-10-30 06:40:00,2004-10-30 06:40:00,4000,1000,N13W22,10691,M4.2,2004-10-30 06:54:00,NA,True,360,False,422,NaN
272,2004-11-01 05:55:00,2004-11-01 05:55:00,3000,400,W90b,NaN,NaN,2004-11-01 06:06:00,266,False,146,False,925,NaN
273,2004-11-03 15:55:00,2004-11-03 15:55:00,14000,3400,N09E38,10696,M5.0,2004-11-03 16:06:00,NA,True,360,False,1068,NaN
274,2004-11-03 03:35:00,2004-11-03 03:35:00,2000,1200,N09E45,10696,M1.6,2004-11-03 03:54:00,91,False,239,True,918,NaN
275,2004-11-06 01:50:00,2004-11-06 01:50:00,6000,700,N09E05,10696,M3.6,2004-11-06 02:06:00,351,False,214,True,1111,NaN
276,2004-11-07 16:25:00,2004-11-07 16:25:00,14000,60,N09W17,10696,X2.0,2004-11-07 16:54:00,NA,True,360,False,1759,NaN
277,2004-11-09 17:35:00,2004-11-09 17:35:00,14000,5000,N08W51,10696,M8.9,2004-11-09 17:26:00,NA,True,360,False,2000,NaN
278,2004-11-10 02:25:00,2004-11-10 02:25:00,14000,1000,N09W49,10696,X2.5,2004-11-10 02:26:00,NA,True,360,False,3387,NaN
279,2004-12-03 00:07:00,2004-12-03 00:07:00,10000,60,N08W02,10708,M1.5,2004-12-03 00:26:00,NA,True,360,False,1216,NaN
280,2004-12-08 20:05:00,2004-12-08 20:05:00,14000,8000,N08W03,10709,C2.5,2004-12-08 20:26:00,NA,True,360,False,611,NaN
281,2004-12-29 16:35:00,2004-12-29 16:35:00,14000,4500,N04E62,10715,M2.3,2004-12-29 16:45:00,71,False,140,False,774,NaN
282,2004-12-30 23:45:00,2004-12-30 23:45:00,5000,700,N04E46,10715,M4.2,2004-12-30 22:30:00,NA,True,360,False,1035,NaN
283,2005-01-01 00:45:00,2005-01-01 00:45:00,14000,450,N06E34,10715,X1.7,2005-01-01 00:54:00,NA,True,360,False,832,NaN
284,2005-01-04 11:20:00,2005-01-04 11:20:00,13000,6000,N05W11,10715,C7.3,,NaN,False,NaN,False,NaN,Faint_CME_not_measurable
285,2005-01-15 06:15:00,2005-01-15 06:15:00,14000,250,N16E04,10720,M8.6,2005-01-15 06:30:00,NA,True,360,False,2049,NaN
286,2005-01-15 23:00:00,2005-01-15 23:00:00,3000,40,N15W05,10720,X2.6,2005-01-15 23:06:00,NA,True,360,False,2861,NaN
287,2005-01-17 09:25:00,2005-01-17 09:25:00,14000,30,N15W25,10720,X2.0,2005-01-17 09:30:00,NA,True,360,False,2094,NaN
288,2005-01-19 09:20:00,2005-01-19 09:20:00,5300,40,N15W51,10720,X1.3,2005-01-19 08:29:00,NA,True,360,False,2020,NaN
289,2005-01-17 10:00:00,2005-01-17 10:00:00,6100,1500,N15W25,10720,X3.8,2005-01-17 09:54:00,NA,True,360,False,2547,CME-CME interaction
290,2005-01-20 07:15:00,2005-01-20 07:15:00,14000,25,N14W61,10720,X7.1,2005-01-20 06:54:00,NA,True,360,False,882,NaN
291,2005-02-01 11:40:00,2005-02-01 11:40:00,8000,4000,NaN,NaN,NaN,2005-02-01 11:06:00,NA,True,360,False,1380,NaN
292,2005-05-02 22:40:00,2005-05-02 22:40:00,14000,5500,S05E90,10758,C8.0,2005-05-02 22:26:00,105,False,148,False,955,NaN
293,2005-05-03 00:20:00,2005-05-03 00:20:00,14000,1500,S05E90,10758,NaN,2005-05-03 00:26:00,82,False,66,True,978,NaN
294,2005-05-06 17:52:00,2005-05-06 17:52:00,5000,4000,S09E29,10758,C8.5,2005-05-06 17:28:00,NA,True,360,False,1128,NaN
295,2005-05-13 17:00:00,2005-05-13 17:00:00,5000,40,N12E11,10759,M8.0,2005-05-13 17:12:00,NA,True,360,False,1689,NaN
296,2005-05-17 03:20:00,2005-05-17 03:20:00,4500,1500,NaN,NaN,NaN,2005-05-17 03:06:00,252,False,89,False,311,NaN
297,2005-06-03 12:50:00,2005-06-03 12:50:00,10000,270,N15E90,10775,M1.0,2005-06-03 12:32:00,NA,True,360,False,1679,NaN
298,2005-06-16 20:25:00,2005-06-16 20:25:00,9000,1000,N08W90,10775,M4.0,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
299,2005-07-07 16:30:00,2005-07-07 16:30:00,4000,2000,N09E03,10786,M4.9,2005-07-07 17:06:00,NA,True,360,False,683,NaN
300,2005-07-09 22:15:00,2005-07-09 22:15:00,14000,600,N12W28,10786,M2.8,2005-07-09 22:30:00,NA,True,360,False,1540,NaN
301,2005-07-13 14:15:00,2005-07-13 14:15:00,14000,1000,N11W90,10786,M5.0,2005-07-13 14:30:00,NA,True,360,False,1423,NaN
302,2005-07-14 11:00:00,2005-07-14 11:00:00,3000,800,N11W90,10786,X1.2,2005-07-14 10:54:00,NA,True,360,False,2115,NaN
303,2005-07-17 11:50:00,2005-07-17 11:50:00,7000,300,NaN,NaN,NaN,2005-07-17 11:30:00,NA,True,360,False,1527,NaN
304,2005-07-24 13:50:00,2005-07-24 13:50:00,14000,150,NaN,NaN,NaN,2005-07-24 13:54:00,NA,True,360,False,2528,NaN
305,2005-07-24 22:35:00,2005-07-24 22:35:00,1000,700,NaN,NaN,NaN,2005-07-24 22:30:00,NA,True,360,False,1234,NaN
306,2005-07-27 05:20:00,2005-07-27 05:20:00,1000,450,N11E90,10792,M3.7,2005-07-27 04:54:00,NA,True,360,False,1787,NaN
307,2005-07-27 07:45:00,2005-07-27 07:45:00,2500,1000,NE90b,NaN,NaN,2005-07-27 07:54:00,65,False,51,False,533,NaN
308,2005-07-30 07:40:00,2005-07-30 07:40:00,9000,80,N12E60,10792,X1.3,2005-07-30 06:50:00,NA,True,360,False,1968,NaN
309,2005-08-01 14:15:00,2005-08-01 14:15:00,14000,4500,N13E32,10792,M1.0,2005-08-01 14:30:00,83,False,93,False,984,NaN
310,2005-08-22 01:30:00,2005-08-22 01:30:00,8000,550,S11W54,10798,M2.6,2005-08-22 01:31:00,NA,True,360,False,1194,NaN
311,2005-08-22 17:15:00,2005-08-22 17:15:00,12000,40,S13W65,10798,M5.6,2005-08-22 17:30:00,NA,True,360,False,2378,NaN
312,2005-08-23 15:00:00,2005-08-23 15:00:00,13000,400,S14W90,10798,M2.7,2005-08-23 14:54:00,NA,True,360,False,1929,NaN
313,2005-08-29 11:10:00,2005-08-29 11:10:00,10000,6000,NaN,NaN,NaN,2005-08-29 10:54:00,NA,True,360,False,1600,NaN
314,2005-08-31 11:40:00,2005-08-31 11:40:00,6000,800,N13W13,10803,C2.0,2005-08-31 11:30:00,NA,True,360,False,825,NaN
315,2005-08-31 22:10:00,2005-08-31 22:10:00,14000,6000,NaN,NaN,NaN,2005-08-31 22:30:00,NA,True,360,False,1808,NaN
316,2005-09-03 03:20:00,2005-09-03 03:20:00,2000,500,NaN,NaN,NaN,2005-09-03 03:12:00,NA,True,360,False,1672,NaN
317,2005-09-05 10:40:00,2005-09-05 10:40:00,1500,60,S07E81,NaN,C2.7,2005-09-05 09:48:00,NA,True,360,False,2326,NaN
318,2005-09-07 18:05:00,2005-09-07 18:05:00,12000,200,S11E77,10808,X1.7,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
319,2005-09-09 19:45:00,2005-09-09 19:45:00,10000,50,S12E67,10808,X6.2,2005-09-09 19:48:00,NA,True,360,False,2257,NaN
320,2005-09-10 21:45:00,2005-09-10 21:45:00,14000,300,S13E47,10808,X2.1,2005-09-10 21:52:00,NA,True,360,False,1893,NaN
321,2005-09-11 13:10:00,2005-09-11 13:10:00,3000,350,S16E39,10808,M3.0,2005-09-11 13:00:00,NA,True,360,False,1922,NaN
322,2005-09-13 20:20:00,2005-09-13 20:20:00,1100,35,S09E10,10808,X1.5,2005-09-13 20:00:00,NA,True,360,False,1866,NaN
323,2006-04-30 16:20:00,2006-04-30 16:20:00,1000,200,S09E08,10876,C1.8,2006-04-30 09:54:00,NA,True,360,False,544,NaN
324,2006-07-06 08:45:00,2006-07-06 08:45:00,14000,300,S09W34,10898,M2.5,2006-07-06 08:54:00,NA,True,360,False,911,NaN
325,2006-08-16 15:45:00,2006-08-16 15:45:00,14000,400,S16W08,10904,C3.6,2006-08-16 16:30:00,NA,True,360,False,888,NaN
326,2006-08-26 20:40:00,2006-08-26 20:40:00,7000,2000,S10E08,10905,C2.5,2006-08-26 20:57:00,164,False,208,False,786,WAVES Data Gap. Lower f may be 500 kHz.
327,2006-11-05 17:35:00,2006-11-05 17:35:00,14000,400,E90b,NaN,NaN,2006-11-05 17:54:00,39,False,196,False,1398,NaN
328,2006-11-06 10:35:00,2006-11-06 10:35:00,14000,6000,E90b,NaN,NaN,2006-11-06 10:30:00,77,False,55,False,829,NaN
329,2006-11-06 17:45:00,2006-11-06 17:45:00,4000,300,E90b,NaN,C8.8,2006-11-06 17:54:00,NA,True,360,False,1994,NaN
330,2006-12-05 10:50:00,2006-12-05 10:50:00,14000,250,S07E68,10930,X9.0,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
331,2006-12-06 02:00:00,2006-12-06 02:00:00,1000,200,S07E69,10930,M1.1,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
332,2006-12-06 08:30:00,2006-12-06 08:30:00,4000,600,S04E63,10930,M6.0,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
333,2006-12-06 19:00:00,2006-12-06 19:00:00,16000,30,S05E64,10930,X6.5,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
334,2006-12-13 02:45:00,2006-12-13 02:45:00,12000,150,S06W23,10930,X3.4,2006-12-13 02:54:00,NA,True,360,False,1774,NaN
335,2006-12-14 22:30:00,2006-12-14 22:30:00,14000,1500,S06W46,10930,X1.5,2006-12-14 22:30:00,NA,True,360,False,1042,NaN
336,2007-01-25 06:55:00,2007-01-25 06:55:00,14000,90,S08E90,10940,C6.3,2007-01-25 06:54:00,NA,True,360,False,1367,NaN
337,2007-05-19 13:02:00,2007-05-19 13:02:00,16000,13000,N07W06,10956,B9.5,2007-05-19 13:24:00,260,False,106,False,958,NaN
338,2007-12-31 01:05:00,2007-12-31 01:05:00,16000,6000,S08E81,10980,C8.3,2007-12-31 01:31:00,92,False,164,False,995,NaN
339,2008-03-25 19:05:00,2008-03-25 19:05:00,12000,800,S13E78,10989,M1.7,2008-03-25 19:31:00,98,False,112,False,1103,NaN
340,2008-04-26 14:23:00,2008-04-26 14:23:00,7600,4900,N08E09,NaN,B3.8,2008-04-26 14:30:00,65,False,281,False,515,uncertain
341,2010-08-01 09:20:00,2010-08-01 09:20:00,2000,700,N20E36,11092,C3.2,,NaN,False,NaN,False,NaN,LASCO_DATA_GAP
342,2010-08-07 18:35:00,2010-08-07 18:35:00,14000,700,N11E34,11093,M1.0,2010-08-07 18:36:00,NA,True,360,False,871,NaN
343,2010-08-18 06:05:00,2010-08-18 06:05:00,13000,700,N18W88,11099,C4.5,2010-08-18 05:48:00,255,False,184,False,1471,NaN
344,2011-01-13 09:15:00,2011-01-13 09:15:00,16000,3500,E90b,NaN,NaN,2011-01-13 09:36:00,79,False,122,False,664,NaN
345,2011-01-27 12:20:00,2011-01-27 12:20:00,16000,8000,N12W87,11149,C1.2,2011-01-27 12:36:00,255,False,43,False,349,NaN
346,2011-02-13 17:50:00,2011-02-13 17:50:00,16000,8000,S20E04,11158,M6.6,2011-02-13 18:36:00,359,False,276,False,373,NaN
347,2011-02-15 02:10:00,2011-02-15 02:10:00,16000,400,S20W12,11158,X2.2,2011-02-15 02:24:00,NA,True,360,False,669,NaN
348,2011-02-24 12:50:00,2011-02-24 12:50:00,1000,700,N15E87,11163,M3.5,2011-02-24 07:48:00,70,False,158,False,1186,NaN
349,2011-03-07 14:30:00,2011-03-07 14:30:00,16000,7000,N10E18,11166,M1.9,2011-03-07 14:48:00,354,False,261,False,698,NaN
350,2011-03-07 20:00:00,2011-03-07 20:00:00,16000,200,N31W53,11164,M3.7,2011-03-07 20:00:00,NA,True,360,False,2125,NaN
351,2011-05-09 21:00:00,2011-05-09 21:00:00,16000,900,N16E88,NaN,C5.4,2011-05-09 20:57:00,55,False,292,False,1318,NaN
352,2011-05-29 21:10:00,2011-05-29 21:10:00,16000,90,S19E72,11227,C8.7,2011-05-29 21:24:00,107,False,186,False,1407,NaN
353,2011-06-02 08:00:00,2011-06-02 08:00:00,15000,4000,S19E25,11227,C3.7,2011-06-02 08:12:00,NA,True,360,False,976,NaN
354,2011-06-04 07:00:00,2011-06-04 07:00:00,16000,300,W90b,11222,NaN,2011-06-04 06:48:00,NA,True,360,False,1407,NaN
355,2011-06-04 22:00:00,2011-06-04 22:00:00,16000,25,W90b,11222,NaN,2011-06-04 22:05:00,NA,True,360,False,2425,NaN
356,2011-06-07 06:45:00,2011-06-07 06:45:00,16000,250,S21W54,11226,M2.5,2011-06-07 06:49:00,NA,True,360,False,1255,NaN
357,2011-08-02 06:15:00,2011-08-02 06:15:00,16000,3000,N14W15,11261,M1.4,2011-08-02 06:36:00,288,False,268,False,712,NaN
358,2011-08-04 04:15:00,2011-08-04 04:15:00,13000,60,N19W36,11261,M9.3,2011-08-04 04:12:00,NA,True,360,False,1315,NaN
