,starting_Datetime,ending_Datetime,start_frequency,end_frequency,flare_location,flare_region,flare_classification,cme_Datetime,cme_angle,CPA_Is_Halo,cme_width,Width_IS_lower_bound,cme_speed,Row description
359,2011-08-08 18:10:00,2011-08-08 18:10:00,6000,400,N16W61,11263,M3.5,2011-08-08 18:12:00,305,False,237,False,1343,NaN
360,2011-08-09 08:20:00,2011-08-09 08:20:00,16000,4000,N17W69,11263,X6.9,2011-08-09 08:12:00,NA,True,360,False,1610,NaN
361,2011-09-06 02:00:00,2011-09-06 02:00:00,14000,200,N14W07,11283,M5.3,2011-09-06 02:24:00,NA,True,360,False,782,NaN
362,2011-09-06 22:30:00,2011-09-06 22:30:00,16000,150,N14W18,11283,X2.1,2011-09-06 23:05:00,NA,True,360,False,575,NaN
363,2011-09-22 11:05:00,2011-09-22 11:05:00,14000,70,N09E89,11302,X1.4,2011-09-22 10:48:00,NA,True,360,False,1905,NaN
364,2011-09-24 12:50:00,2011-09-24 12:50:00,16000,300,N10E56,11302,M7.1,2011-09-24 12:48:00,NA,True,360,False,1915,NaN
365,2011-09-25 05:30:00,2011-09-25 05:30:00,16000,8000,N11E47,11302,M7.4,2011-09-25 05:12:00,98,False,193,False,788,NaN
366,2011-10-21 13:15:00,2011-10-21 13:15:00,16000,6500,N05W79,11319,M1.3,2011-10-21 13:25:00,252,False,109,False,317,NaN
367,2011-11-09 13:30:00,2011-11-09 13:30:00,16000,400,N24E35,11343,M1.1,2011-11-09 13:36:00,NA,True,360,False,907,NaN
368,2011-11-26 07:15:00,2011-11-26 07:15:00,10000,50,N17W49,11353,C1.2,2011-11-26 07:12:00,NA,True,360,False,933,NaN
369,2011-12-21 03:00:00,2011-12-21 03:00:00,16000,400,NaN,NaN,NaN,2011-12-21 03:12:00,NA,True,360,False,1064,NaN
370,2011-12-25 18:45:00,2011-12-25 18:45:00,14000,7000,S22W26,11387,M4.0,2011-12-25 18:48:00,247,False,125,False,366,NaN
371,2012-01-02 15:00:00,2012-01-02 15:00:00,16000,4000,NaN,NaN,NaN,2012-01-02 15:12:00,NA,True,360,False,1138,NaN
372,2012-01-19 15:00:00,2012-01-19 15:00:00,16000,100,N32E22,11402,M3.2,2012-01-19 14:36:00,NA,True,360,False,1120,NaN
373,2012-01-23 04:00:00,2012-01-23 04:00:00,16000,40,N28W21,11402,M8.7,2012-01-23 04:00:00,NA,True,360,False,2175,NaN
374,2012-01-27 18:30:00,2012-01-27 18:30:00,16000,150,N27W71,11402,X1.7,2012-01-27 18:27:00,NA,True,360,False,2508,NaN
375,2012-03-05 04:00:00,2012-03-05 04:00:00,16000,400,N17E52,11429,X1.1,2012-03-05 04:00:00,NA,True,360,False,1531,NaN
376,2012-03-07 01:00:00,2012-03-07 01:00:00,16000,30,N17E27,11429,X5.4,2012-03-07 00:24:00,NA,True,360,False,2684,NaN
377,2012-03-09 04:10:00,2012-03-09 04:10:00,14000,1000,N15W03,11429,M6.3,2012-03-09 04:26:00,NA,True,360,False,950,NaN
378,2012-03-10 17:55:00,2012-03-10 17:55:00,14000,30,N17W24,11429,M8.4,2012-03-10 18:00:00,NA,True,360,False,1296,NaN
379,2012-03-13 17:35:00,2012-03-13 17:35:00,16000,200,N17W66,11429,M7.9,2012-03-13 17:36:00,NA,True,360,False,1884,NaN
380,2012-03-18 00:20:00,2012-03-18 00:20:00,16000,200,NaN,NaN,NaN,2012-03-18 00:24:00,NA,True,360,False,1210,NaN
381,2012-03-24 00:40:00,2012-03-24 00:40:00,16000,300,NaN,NaN,NaN,2012-03-24 00:24:00,NA,True,360,False,1152,NaN
382,2012-03-26 23:15:00,2012-03-26 23:15:00,16000,1500,NaN,NaN,NaN,2012-03-26 23:12:00,NA,True,360,False,1390,NaN
383,2012-03-27 21:45:00,2012-03-27 21:45:00,4000,1500,NaN,NaN,NaN,2012-03-27 22:00:00,261,False,101,False,622,NaN
384,2012-04-09 12:20:00,2012-04-09 12:20:00,16000,5000,N20W65,11451,C3.9,2012-04-09 12:36:00,NA,True,360,False,921,NaN
385,2012-04-15 02:30:00,2012-04-15 02:30:00,16000,4000,N10E90,11461,C1.7,2012-04-15 02:24:00,79,False,173,False,1220,NaN
386,2012-05-17 01:40:00,2012-05-17 01:40:00,16000,300,N11W76,11476,M5.1,2012-05-17 01:48:00,NA,True,360,False,1582,NaN
387,2012-07-04 17:00:00,2012-07-04 17:00:00,14000,8000,N14W34,11513,M1.8,2012-07-04 17:24:00,NA,True,360,False,662,NaN
388,2012-07-05 22:40:00,2012-07-05 22:40:00,3000,800,S12W46,11515,M1.6,2012-07-05 22:00:00,220,False,94,False,980,NaN
389,2012-07-06 23:10:00,2012-07-06 23:10:00,16000,300,S13W59,11515,X1.1,2012-07-06 23:24:00,NA,True,360,False,1828,NaN
390,2012-07-08 16:35:00,2012-07-08 16:35:00,16000,300,S17W74,11515,M6.9,2012-07-08 16:54:00,212,False,157,False,1495,NaN
391,2012-07-12 16:45:00,2012-07-12 16:45:00,14000,250,S15W01,11520,X1.4,2012-07-12 16:48:00,NA,True,360,False,885,NaN
392,2012-07-17 14:40:00,2012-07-17 14:40:00,12000,150,S28W65,11520,C9.9,2012-07-17 13:48:00,255,False,176,False,958,NaN
393,2012-07-19 05:30:00,2012-07-19 05:30:00,5000,600,S13W88,11520,M7.7,2012-07-19 05:24:00,NA,True,360,False,1631,NaN
394,2012-07-23 02:30:00,2012-07-23 02:30:00,16000,20,S17W132,11520,NaN,2012-07-23 02:36:00,NA,True,360,False,2003,NaN
395,2012-08-31 20:00:00,2012-08-31 20:00:00,16000,400,S25E59,11563,C8.1,2012-08-31 20:00:00,NA,True,360,False,1442,NaN
396,2012-09-27 23:55:00,2012-09-27 23:55:00,16000,250,N06W34,11577,C3.7,2012-09-28 00:12:00,NA,True,360,False,947,NaN
397,2012-10-22 01:50:00,2012-10-22 01:50:00,1000,200,S10E76,11598,M1.3,2012-10-21 20:57:00,83,False,243,False,496,NaN
398,2013-01-16 22:00:00,2013-01-16 22:00:00,1000,200,S33W64,11650,C2.2,2013-01-16 19:00:00,211,False,250,False,648,NaN
399,2013-03-15 07:00:00,2013-03-15 07:00:00,14000,100,N11E12,11692,M1.1,2013-03-15 07:12:00,NA,True,360,False,1063,NaN
400,2013-04-11 07:10:00,2013-04-11 07:10:00,10000,200,N09E12,11719,M6.5,2013-04-11 07:24:00,NA,True,360,False,861,NaN
401,2013-04-18 18:00:00,2013-04-18 18:00:00,16000,4000,N11W83,11719,C6.5,2013-04-18 18:24:00,284,False,199,False,495,NaN
402,2013-04-21 20:25:00,2013-04-21 20:25:00,14000,1700,S19W53,11723,C2.7,2013-04-21 20:36:00,255,False,212,False,562,NaN
403,2013-05-13 02:20:00,2013-05-13 02:20:00,16000,2000,N11E90,11748,X1.7,2013-05-13 02:00:00,NA,True,360,False,1270,NaN
404,2013-05-13 16:15:00,2013-05-13 16:15:00,16000,300,N11E85,11748,X2.8,2013-05-13 16:07:00,NA,True,360,False,1850,NaN
405,2013-05-14 01:16:00,2013-05-14 01:16:00,16000,700,N08E77,11748,X3.2,2013-05-14 01:25:00,NA,True,360,False,2625,NaN
406,2013-05-15 01:49:00,2013-05-15 01:49:00,16000,250,N12E64,11748,X1.2,2013-05-15 01:48:00,NA,True,360,False,1366,NaN
407,2013-05-22 13:10:00,2013-05-22 13:10:00,16000,150,N15W70,11745,M5.0,2013-05-22 13:25:00,NA,True,360,False,1466,NaN
408,2013-06-21 03:35:00,2013-06-21 03:35:00,14000,2000,S16E73,11777,M2.9,2013-06-21 03:12:00,123,False,207,True,1900,NaN
409,2013-06-28 01:53:00,2013-06-28 01:53:00,14000,400,S18W19,11777,C4.4,2013-06-28 02:00:00,NA,True,360,False,1037,NaN
410,2013-07-04 20:57:00,2013-07-04 20:57:00,11000,2900,S14E62,11787,C6.8,2013-07-04 20:12:00,111,False,188,False,468,NaN
411,2013-08-06 02:01:00,2013-08-06 02:01:00,14000,11000,N27E25,EP,B4.5,2013-08-06 02:12:00,48,False,207,False,441,NaN
412,2013-08-17 20:25:00,2013-08-17 20:25:00,1800,150,S05W30,11818,M1.4,2013-08-17 19:12:00,NA,True,360,False,1202,NaN
413,2013-08-30 02:34:00,2013-08-30 02:34:00,14000,50,N15E46,11836,C8.3,2013-08-30 02:48:00,NA,True,360,False,949,NaN
414,2013-09-06 22:29:00,2013-09-06 22:29:00,5000,2000,N10E104,DIM,NaN,2013-09-06 20:48:00,90,False,182,False,734,NaN
415,2013-09-29 21:53:00,2013-09-29 21:53:00,14000,60,N17W29,EP,C1.3,2013-09-29 22:12:00,NA,True,360,False,1179,NaN
416,2013-10-02 20:46:00,2013-10-02 20:46:00,10000,5200,N20W85,DIM,C1.2,2013-10-02 20:36:00,309,False,263,False,619,NaN
417,2013-10-05 07:00:00,2013-10-05 07:00:00,16000,200,S22E118,11865,NaN,2013-10-05 07:09:00,NA,True,360,False,964,NaN
418,2013-10-11 07:23:00,2013-10-11 07:23:00,14000,100,N21E103,11869,NaN,2013-10-11 07:24:00,NA,True,360,False,1200,NaN
419,2013-10-13 18:47:00,2013-10-13 18:47:00,2100,600,NaN,NaN,NaN,2013-10-13 14:12:00,NaN,False,83,False,293,NaN
420,2013-10-22 21:33:00,2013-10-22 21:33:00,14000,650,N04W01,11875,M4.2,2013-10-22 21:48:00,NA,True,360,False,459,NaN
421,2013-10-25 15:08:00,2013-10-25 15:08:00,16000,200,S06E69,11882,X2.1,2013-10-25 15:12:00,NA,True,360,False,1081,NaN
422,2013-10-26 03:01:00,2013-10-26 03:01:00,14000,200,N09W44,11875,C4.5,2013-10-26 03:12:00,271,False,208,False,473,NaN
423,2013-10-26 09:34:00,2013-10-26 09:34:00,14000,5000,N08W49,11875,M1.3,2013-10-26 09:48:00,286,False,141,False,460,NaN
424,2013-10-27 18:12:00,2013-10-27 18:12:00,14000,1700,N06W70,11875,C9.1,2013-10-27 18:12:00,308,False,189,False,795,NaN
425,2013-10-28 04:41:00,2013-10-28 04:41:00,14000,200,N08W71,11875,M5.1,2013-10-28 04:48:00,315,False,156,False,1201,NaN
426,2013-10-28 15:24:00,2013-10-28 15:24:00,14000,9000,S06E28,11882,M4.4,2013-10-28 15:36:00,NA,True,360,False,812,NaN
427,2013-11-04 05:10:00,2013-11-04 05:10:00,16000,450,N03W165,11875,NaN,2013-11-04 05:12:00,NA,True,360,False,1040,NaN
428,2013-11-07 10:26:00,2013-11-07 10:26:00,16000,100,N02E151,11899,NaN,2013-11-07 10:36:00,NA,True,360,False,1405,NaN
429,2013-11-19 10:39:00,2013-11-19 10:39:00,14000,100,S14W70,11893,X1.0,2013-11-19 10:36:00,NA,True,360,False,740,NaN
430,2013-11-29 22:18:00,2013-11-29 22:18:00,1800,100,N06W183,11899,NaN,2013-11-29 17:24:00,251,False,188,False,465,NaN
431,2013-12-05 12:45:00,2013-12-05 12:45:00,4200,1600,S20E119,DIM,NaN,2013-12-05 10:24:00,133,False,148,False,549,NaN
432,2013-12-05 20:48:00,2013-12-05 20:48:00,14000,2500,NaN,NaN,NaN,,NaN,False,NaN,False,NaN,LASCO DG
433,2013-12-07 07:43:00,2013-12-07 07:43:00,14000,3000,S16W49,11909,M1.2,2013-12-07 07:36:00,NA,True,360,False,1085,NaN
434,2013-12-12 03:55:00,2013-12-12 03:55:00,12000,70,S23W46,11912,C4.6,2013-12-12 03:36:00,214,False,276,False,1002,NaN
435,2013-12-20 08:23:00,2013-12-20 08:23:00,1500,400,NaN,NaN,NaN,2013-12-20 04:36:00,255,False,26,False,337,NaN
436,2013-12-28 17:31:00,2013-12-28 17:31:00,16000,500,S15W125,11928,NaN,2013-12-28 17:36:00,NA,True,360,False,1118,NaN
437,2014-01-04 17:41:00,2014-01-04 17:41:00,9000,100,NaN,NaN,NaN,,NaN,False,NaN,False,NaN,LASCO_DG
438,2014-01-04 19:03:00,2014-01-04 19:03:00,6500,100,NaN,NaN,NaN,,NaN,False,NaN,False,NaN,LASCO_DG
439,2014-01-06 07:57:00,2014-01-06 07:57:00,14000,80,S15W112,11936,NaN,2014-01-06 08:00:00,NA,True,360,False,1402,NaN
440,2014-01-07 18:33:00,2014-01-07 18:33:00,14000,60,S15W11,11943,X1.2,2014-01-07 18:24:00,NA,True,360,False,1830,NaN
441,2014-01-20 22:24:00,2014-01-20 22:24:00,14000,8000,S07E67,DIM,C3.6,2014-01-20 22:00:00,NA,True,360,False,721,NaN
442,2014-02-18 02:16:00,2014-02-18 02:16:00,2000,900,S24W43,EP,NaN,2014-02-18 01:36:00,NA,True,360,False,779,NaN
443,2014-02-20 08:05:00,2014-02-20 08:05:00,12000,7700,S15W73,11976,M3.0,2014-02-20 08:00:00,NA,True,360,False,948,NaN
444,2014-02-25 00:56:00,2014-02-25 00:56:00,14000,100,S13E82,11990,X4.9,2014-02-25 01:25:00,NA,True,360,False,2147,NaN
445,2014-03-04 18:24:00,2014-03-04 18:24:00,16000,2000,N13W170,12005,NaN,2014-03-04 18:48:00,NA,True,360,False,794,NaN
446,2014-03-05 13:33:00,2014-03-05 13:33:00,16000,500,N14E180,NaN,NaN,2014-03-05 13:48:00,NA,True,360,False,828,NaN
447,2014-03-25 07:52:00,2014-03-25 07:52:00,1700,400,S23W130,EP,NaN,2014-03-25 05:36:00,261,False,223,False,651,NaN
448,2014-03-29 00:12:00,2014-03-29 00:12:00,14000,2200,N11W23,12017,M2.6,2014-03-28 23:48:00,325,False,138,False,514,NaN
449,2014-03-29 17:59:00,2014-03-29 17:59:00,14000,200,S08W152,12011,NaN,2014-03-29 18:12:00,NA,True,360,False,528,NaN
450,2014-04-02 13:42:00,2014-04-02 13:42:00,14000,60,N11E53,12027,M6.5,2014-04-02 13:36:00,NA,True,360,False,1471,NaN
451,2014-04-02 18:49:00,2014-04-02 18:49:00,2400,200,NaN,NaN,NaN,,NaN,False,NaN,False,NaN,NaN
452,2014-04-04 14:02:00,2014-04-04 14:02:00,14000,11000,N13E26,12027,C8.3,2014-04-04 14:12:00,54,False,96,False,467,NaN
453,2014-04-18 13:05:00,2014-04-18 13:05:00,14000,150,S20W34,12036,M7.3,2014-04-18 13:25:00,NA,True,360,False,1203,NaN
454,2014-05-07 16:24:00,2014-05-07 16:24:00,16000,200,N11E53,12027,NaN,2014-05-07 16:24:00,NA,True,360,False,923,NaN
455,2014-05-08 03:21:00,2014-05-08 03:21:00,16000,1100,S09W108,12051,NaN,2014-05-08 03:24:00,NA,True,360,False,847,NaN
456,2014-05-09 02:40:00,2014-05-09 02:40:00,14000,500,S11W122,12051,NaN,2014-05-09 02:48:00,NA,True,360,False,1099,NaN
457,2014-05-10 04:32:00,2014-05-10 04:32:00,16000,400,S11W136,12051,NaN,2014-05-10 04:36:00,NA,True,360,False,1086,NaN
458,2014-06-10 12:58:00,2014-06-10 12:58:00,16000,1000,S17E82,12087,X1.5,2014-06-10 13:30:00,NA,True,360,False,1469,NaN
459,2014-06-12 22:14:00,2014-06-12 22:14:00,14000,6000,S20W55,12085,M3.1,2014-06-12 22:12:00,233,False,186,False,684,NaN
460,2014-07-30 07:44:00,2014-07-30 07:44:00,6300,4500,N10E30,EP?,C1.5,2014-07-30 07:00:00,13,False,254,False,700,NaN
461,2014-08-01 18:58:00,2014-08-01 18:58:00,1000,150,S10E11,12127,M1.5,2014-08-01 18:36:00,NA,True,360,False,789,NaN
462,2014-08-22 10:37:00,2014-08-22 10:37:00,14000,6000,N12E01,12146,C2.2,2014-08-22 11:12:00,NA,True,360,False,600,NaN
463,2014-08-25 15:20:00,2014-08-25 15:20:00,14000,4000,N05W36,12146,M2.0,2014-08-25 15:36:00,NA,True,360,False,555,NaN
464,2014-08-25 20:43:00,2014-08-25 20:43:00,14000,7200,N07W43,12146,M3.9,2014-08-25 20:48:00,273,False,177,False,711,NaN
465,2014-08-28 17:05:00,2014-08-28 17:05:00,16000,600,S19E162,12157,NaN,2014-08-28 17:24:00,NA,True,360,False,766,NaN
466,2014-09-01 11:12:00,2014-09-01 11:12:00,16000,600,N14E127,12158,NaN,2014-09-01 11:12:00,NA,True,360,False,1901,NaN
467,2014-09-09 00:05:00,2014-09-09 00:05:00,11000,100,N12E29,12158,M4.5,2014-09-09 00:06:00,NA,True,360,False,920,NaN
468,2014-09-10 17:45:00,2014-09-10 17:45:00,14000,100,N14E02,12158,X1.6,2014-09-10 18:00:00,NA,True,360,False,1267,NaN
469,2014-09-20 05:10:00,2014-09-20 05:10:00,14000,9700,S11W89,12164,NaN,2014-09-20 05:24:00,292,False,87,False,426,NaN
470,2014-09-22 06:13:00,2014-09-22 06:13:00,16000,4900,N14W142,12158,NaN,2014-09-22 06:12:00,342,False,252,False,618,NaN
471,2014-09-23 23:41:00,2014-09-23 23:41:00,14000,12000,S13E33,12172,M2.3,2014-09-23 23:36:00,109,False,134,False,331,NaN
472,2014-09-24 20:54:00,2014-09-24 20:54:00,16000,500,N13E179,EP,NaN,2014-09-24 21:30:00,NA,True,360,False,1350,NaN
473,2014-10-02 21:34:00,2014-10-02 21:34:00,3300,1900,S17W82,12173,M7.3,2014-10-02 19:12:00,264,False,159,False,513,faint
474,2014-10-10 18:11:00,2014-10-10 18:11:00,2500,1500,S20W51,EP,C3.0,2014-10-10 16:12:00,309,False,210,True,782,NaN
475,2014-10-21 12:33:00,2014-10-21 12:33:00,14000,8900,S18E36,12192,C4.4,2014-10-21 12:48:00,152,False,142,False,260,NaN
476,2014-11-08 16:57:00,2014-11-08 16:57:00,14000,7800,W90b,12203,NaN,2014-11-08 16:36:00,305,False,141,False,426,NaN
477,2014-12-13 14:27:00,2014-12-13 14:27:00,14000,3900,W90b,NaN,NaN,2014-12-13 14:24:00,NA,True,360,False,2222,NaN
478,2014-12-17 04:09:00,2014-12-17 04:09:00,2900,2100,S11E33,12241,M1.1,2014-12-17 02:00:00,107,False,108,False,869,NaN
479,2014-12-17 05:00:00,2014-12-17 05:00:00,14000,11500,S20E09,12242,M8.7,2014-12-17 05:00:00,NA,True,360,False,587,NaN
480,2014-12-18 22:31:00,2014-12-18 22:31:00,5100,1300,S11E15,12241,M6.9,2014-12-19 01:04:00,NA,True,360,False,1195,"LASCO_DG, reverse drifts, interaction?, CME later in C3"
481,2014-12-21 12:05:00,2014-12-21 12:05:00,14000,7400,S14W25,12241,M1.0,2014-12-21 12:12:00,NA,True,360,False,669,NaN
